"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Bad Practice Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Correctness Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Dodgy Code Rules","Empty Code Rules","Experimental Rules","Finalizer Rules","Import Statement Rules","Internationalization Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Multithreaded Correctness Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules"
"L17450","void test2ParamConstructor()","org.apache.log4j.RFATestCase.test2ParamConstructor()V","L3611","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\RFATestCase.java","99","5","105","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.363636","4","4","0.363636","4","7","7","4","0","7","7","4","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17455","void test3ParamConstructor()","org.apache.log4j.RFATestCase.test3ParamConstructor()V","L3611","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\RFATestCase.java","110","5","115","6","0","0","0","0","0","0","0","0","1","0","0","0","3","0.4","4","4","0.4","4","6","6","3","0","6","6","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17458","void testLockDotOne()","org.apache.log4j.RFATestCase.testLockDotOne()V","L3611","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\RFATestCase.java","120","5","173","6","0.70438","3","7","3","0.722222","0.727273","39","32","6","3","2","0","14","0.137255","7","3","0.137255","7","44","54","40","0","44","54","40","0","0","10","4","12","0","0","0","0","0","7","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","9","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L17460","void testLockDotThree()","org.apache.log4j.RFATestCase.testLockDotThree()V","L3611","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\RFATestCase.java","179","5","234","6","0.675676","3","7","3","0.696429","0.702128","39","33","6","3","2","0","14","0.12963","7","3","0.12963","7","47","56","43","0","47","56","43","0","0","10","4","13","0","0","0","0","0","7","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","10","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L17480","void main(String[] args)","org.apache.log4j.StressCategory.main([Ljava/lang/String;)V","L17462","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\StressCategory.java","47","3","73","4","0","0","0","0","0","0","0","0","4","1","1","0","1","0.047619","1","0","0.047619","1","20","27","14","1","20","27","14","0","0","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"L17488","void permute(int n)","org.apache.log4j.StressCategory.permute(I)V","L17462","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\StressCategory.java","77","3","87","4","0","0","0","0","0","0","0","0","3","2","2","1","2","0.153846","2","2","0.153846","2","11","11","8","1","11","11","8","0","0","2","0","3","0","0","0","2","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17495","void swap(String[] names, int i, int j)","org.apache.log4j.StressCategory.swap([Ljava/lang/String;II)V","L17462","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\StressCategory.java","89","3","94","4","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","6","6","3","3","6","6","3","0","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17500","void permutationDump()","org.apache.log4j.StressCategory.permutationDump()V","L17462","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\StressCategory.java","96","3","104","4","0","0","0","0","0","0","0","0","2","1","1","1","0","0","0","0","0","0","9","9","6","0","9","9","6","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17493","void createLoop(int n)","org.apache.log4j.StressCategory.createLoop(I)V","L17462","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\StressCategory.java","110","3","138","4","0","0","0","0","0","0","0","0","5","3","3","1","6","0.137931","4","2","0.137931","4","25","29","20","1","25","29","20","0","0","2","0","3","0","0","0","2","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17510","void test()","org.apache.log4j.StressCategory.test()V","L17462","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\StressCategory.java","141","3","158","4","0","0","0","0","0","0","0","0","3","2","2","1","4","0.25","4","0","0.25","4","12","18","9","0","12","18","9","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17522","void ctDump()","org.apache.log4j.StressCategory.ctDump()V","L17462","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\StressCategory.java","160","3","169","4","0","0","0","0","0","0","0","0","3","2","2","1","0","0","0","0","0","0","10","10","6","0","10","10","6","0","0","2","2","3","0","0","0","2","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17524","void catDump()","org.apache.log4j.StressCategory.catDump()V","L17462","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\StressCategory.java","171","3","180","4","0","0","0","0","0","0","0","0","3","2","2","1","1","0","0","0","0","0","10","10","6","0","10","10","6","0","0","2","2","3","0","0","0","2","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17519","boolean checkCorrectness(int i)","org.apache.log4j.StressCategory.checkCorrectness(I)Z","L17462","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\StressCategory.java","192","3","214","4","0","0","0","0","0","0","0","0","3","1","1","1","2","0.4","10","8","0.4","10","15","23","10","1","15","23","10","0","0","0","2","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17534","Level getExpectedPrioriy(CT ctParam)","org.apache.log4j.StressCategory.getExpectedPrioriy(Lorg/apache/log4j/StressCategory$CT;)Lorg/apache/log4j/Level;","L17462","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\StressCategory.java","216","3","239","4","0","0","0","0","0","0","0","0","7","4","4","1","0","0.05","1","0","0.05","1","19","24","16","1","19","24","16","0","0","3","0","3","0","0","0","2","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17542","Level getTraceLevel()","org.apache.log4j.TestLogMF.getTraceLevel()Lorg/apache/log4j/Level;","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","42","5","48","6","0","0","0","0","0","0","0","0","2","1","1","1","1","0.416667","5","5","0.416667","5","7","7","3","0","7","7","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"L17549","TestLogMF(String testName)","org.apache.log4j.TestLogMF.<init>(Ljava/lang/String;)V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","61","5","63","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0.625","5","5","0.625","5","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17552","void tearDown()","org.apache.log4j.TestLogMF.tearDown()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","69","5","71","6","0","0","0","0","0","0","0","0","1","0","0","0","1","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17554","void testClassName()","org.apache.log4j.TestLogMF.testClassName()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","76","5","84","6","0","0","0","0","0","0","0","0","1","0","0","0","6","0.25","3","3","0.25","3","9","9","7","0","9","9","7","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17567","void testTraceNullPattern()","org.apache.log4j.TestLogMF.testTraceNullPattern()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","89","5","94","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.333333","3","3","0.333333","3","6","6","4","0","6","6","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17575","void testTraceNoArg()","org.apache.log4j.TestLogMF.testTraceNoArg()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","99","5","104","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.333333","3","3","0.333333","3","6","6","4","0","6","6","4","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L17577","void testTraceBadPattern()","org.apache.log4j.TestLogMF.testTraceBadPattern()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","109","5","114","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.333333","3","3","0.333333","3","6","6","4","0","6","6","4","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L17579","void testTraceMissingArg()","org.apache.log4j.TestLogMF.testTraceMissingArg()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","119","5","124","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.333333","3","3","0.333333","3","6","6","4","0","6","6","4","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L17582","void testTraceString()","org.apache.log4j.TestLogMF.testTraceString()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","129","5","134","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.333333","3","3","0.333333","3","6","6","4","0","6","6","4","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"L17585","void testTraceNull()","org.apache.log4j.TestLogMF.testTraceNull()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","139","5","144","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.333333","3","3","0.333333","3","6","6","4","0","6","6","4","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L17587","void testTraceInt()","org.apache.log4j.TestLogMF.testTraceInt()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","149","5","156","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.3","3","3","0.3","3","7","8","5","0","7","8","5","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"L17590","void testTraceByte()","org.apache.log4j.TestLogMF.testTraceByte()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","161","5","168","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.3","3","3","0.3","3","7","8","5","0","7","8","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17593","void testTraceShort()","org.apache.log4j.TestLogMF.testTraceShort()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","173","5","180","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.3","3","3","0.3","3","7","8","5","0","7","8","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17596","void testTraceLong()","org.apache.log4j.TestLogMF.testTraceLong()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","185","5","192","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.3","3","3","0.3","3","7","8","5","0","7","8","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17599","void testTraceChar()","org.apache.log4j.TestLogMF.testTraceChar()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","197","5","204","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.3","3","3","0.3","3","7","8","5","0","7","8","5","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L17602","void testTraceBoolean()","org.apache.log4j.TestLogMF.testTraceBoolean()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","209","5","216","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.3","3","3","0.3","3","7","8","5","0","7","8","5","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L17605","void testTraceFloat()","org.apache.log4j.TestLogMF.testTraceFloat()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","221","5","229","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.272727","3","3","0.272727","3","8","9","6","0","8","9","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17612","void testTraceDouble()","org.apache.log4j.TestLogMF.testTraceDouble()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","234","5","242","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.272727","3","3","0.272727","3","8","9","6","0","8","9","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17614","void testTraceTwoArg()","org.apache.log4j.TestLogMF.testTraceTwoArg()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","247","5","252","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.333333","3","3","0.333333","3","6","6","4","0","6","6","4","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0"
"L17617","void testTraceThreeArg()","org.apache.log4j.TestLogMF.testTraceThreeArg()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","257","5","262","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.333333","3","3","0.333333","3","6","6","4","0","6","6","4","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L17620","void testTraceFourArg()","org.apache.log4j.TestLogMF.testTraceFourArg()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","267","5","272","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.333333","3","3","0.333333","3","6","6","4","0","6","6","4","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L17623","void testTraceArrayArg()","org.apache.log4j.TestLogMF.testTraceArrayArg()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","277","5","284","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.3","3","3","0.3","3","7","8","5","0","7","8","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17625","void testTraceNullArrayArg()","org.apache.log4j.TestLogMF.testTraceNullArrayArg()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","289","5","296","6","0","0","0","0","0","0","0","0","1","0","0","0","4","0.3","3","3","0.3","3","7","8","5","0","7","8","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17627","void testDebugNullPattern()","org.apache.log4j.TestLogMF.testDebugNullPattern()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","302","5","306","6","0","0","0","0","0","0","0","0","1","0","0","0","3","0.375","3","3","0.375","3","5","5","3","0","5","5","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17629","void testDebugNoArg()","org.apache.log4j.TestLogMF.testDebugNoArg()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","311","5","315","6","0","0","0","0","0","0","0","0","1","0","0","0","3","0.375","3","3","0.375","3","5","5","3","0","5","5","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17631","void testDebugBadPattern()","org.apache.log4j.TestLogMF.testDebugBadPattern()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","320","5","324","6","0","0","0","0","0","0","0","0","1","0","0","0","3","0.375","3","3","0.375","3","5","5","3","0","5","5","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17633","void testDebugMissingArg()","org.apache.log4j.TestLogMF.testDebugMissingArg()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","329","5","333","6","0","0","0","0","0","0","0","0","1","0","0","0","3","0.375","3","3","0.375","3","5","5","3","0","5","5","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17636","void testDebugString()","org.apache.log4j.TestLogMF.testDebugString()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","338","5","342","6","0","0","0","0","0","0","0","0","1","0","0","0","3","0.375","3","3","0.375","3","5","5","3","0","5","5","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17639","void testDebugNull()","org.apache.log4j.TestLogMF.testDebugNull()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","347","5","351","6","0","0","0","0","0","0","0","0","1","0","0","0","3","0.375","3","3","0.375","3","5","5","3","0","5","5","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17641","void testDebugInt()","org.apache.log4j.TestLogMF.testDebugInt()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","356","5","361","6","0","0","0","0","0","0","0","0","1","0","0","0","3","0.333333","3","3","0.333333","3","6","6","4","0","6","6","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17644","void testDebugByte()","org.apache.log4j.TestLogMF.testDebugByte()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","366","5","371","6","0","0","0","0","0","0","0","0","1","0","0","0","3","0.333333","3","3","0.333333","3","6","6","4","0","6","6","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17647","void testDebugShort()","org.apache.log4j.TestLogMF.testDebugShort()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","376","5","381","6","0","0","0","0","0","0","0","0","1","0","0","0","3","0.333333","3","3","0.333333","3","6","6","4","0","6","6","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17650","void testDebugLong()","org.apache.log4j.TestLogMF.testDebugLong()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","386","5","391","6","0","0","0","0","0","0","0","0","1","0","0","0","3","0.333333","3","3","0.333333","3","6","6","4","0","6","6","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L17653","void testDebugChar()","org.apache.log4j.TestLogMF.testDebugChar()V","L16377","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\tests\src\java\org\apache\log4j\TestLogMF.java","396","5","401","6","0","0","0","0","0","0","0","0","1","0","0","0","3","0.333333","3","3","0.333333","3","6","6","4","0","6","6","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
