"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Bad Practice Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Correctness Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Dodgy Code Rules","Empty Code Rules","Experimental Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","Internationalization Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Multithreaded Correctness Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules"
"L10057","CategoryElement","org.apache.log4j.lf5.viewer.categoryexplorer.CategoryElement","L9960","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\categoryexplorer\CategoryElement.java","28","1","78","2","0","0","0","0","0","0","0","0","0","0","0","4","0","2","4","0","4","0.6","0.615385","24","15","3","2","0.615385","24","0","0","0","0","0","15","51","1","1","1","1","4","0","4","1","4","4","0","4","1","15","51","1","1","1","1","4","0","4","1","4","4","0","4","1","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L10067","CategoryExplorerLogRecordFilter","org.apache.log4j.lf5.viewer.categoryexplorer.CategoryExplorerLogRecordFilter","L9960","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\categoryexplorer\CategoryExplorerLogRecordFilter.java","32","1","97","2","0","0","0","0","0","0","0","0","1","1","1","5","5","0","0","5","9","1","0.584906","31","25","4","0","0.584906","31","1","1","0","0","1","22","66","1","0","1","0","4","0","3","0","4","10","0","3","0","22","66","1","0","1","0","4","0","3","0","4","10","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L10070","CategoryExplorerModel","org.apache.log4j.lf5.viewer.categoryexplorer.CategoryExplorerModel","L9960","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\categoryexplorer\CategoryExplorerModel.java","42","1","341","2","0.179592","1","6","2","0.12","0.143646","36","26","4","4","4","42","4","12","17","14","30","0.466667","0.299213","76","42","7","8","0.29845","77","0","0","0","0","0","178","297","4","4","4","4","16","0","14","2","16","122","0","14","2","181","300","4","4","4","4","17","0","15","2","17","123","0","15","2","0","1","42","0","8","0","0","0","0","0","17","0","1","0","2","0","0","0","0","4","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","1","0","0","0","0","0","0","0"
"L10211","CategoryExplorerTree","org.apache.log4j.lf5.viewer.categoryexplorer.CategoryExplorerTree","L9960","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\categoryexplorer\CategoryExplorerTree.java","36","1","151","2","0","0","0","0","0","0","0","0","1","1","1","9","6","7","11","6","13","0.8","0.388235","33","25","4","1","0.375","33","0","0","0","0","0","52","113","3","2","3","2","7","0","4","0","7","27","0","4","0","55","116","3","2","3","2","8","0","5","0","12","28","0","9","0","0","2","12","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0"
"L10254","CategoryImmediateEditor","org.apache.log4j.lf5.viewer.categoryexplorer.CategoryImmediateEditor","L9960","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\categoryexplorer\CategoryImmediateEditor.java","38","1","142","2","0","0","0","0","0","0","0","0","3","1","1","9","3","1","1","1","6","0.75","0.325581","28","17","3","1","0.325581","28","0","0","0","0","0","58","105","2","0","2","0","5","0","3","0","5","31","0","3","0","58","105","2","0","2","0","5","0","3","0","5","31","0","3","0","0","2","10","4","2","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","2","0"
"L10095","CategoryNode","org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNode","L9960","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\categoryexplorer\CategoryNode.java","32","1","191","2","0","0","0","0","0","0","0","0","3","2","2","26","0","7","19","0","20","0.294118","0.265152","35","29","5","12","0.265152","35","0","0","0","0","0","97","160","6","4","6","4","20","0","16","5","20","43","0","16","5","97","160","6","4","6","4","20","0","16","5","20","43","0","16","5","0","0","30","0","9","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","2","0","0","0","0","0"
"L10247","CategoryNodeEditor","org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNodeEditor","L9960","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\categoryexplorer\CategoryNodeEditor.java","43","1","291","2","0.0893683","1","2","2","0.104418","0.134831","26","24","1","2","2","27","4","10","6","9","27","0.75","0.206349","39","29","3","1","0.179724","39","1","1","0","0","1","150","221","9","8","5","4","18","0","3","0","32","73","0","15","2","178","249","9","8","5","4","26","0","11","0","40","85","0","23","2","0","1","106","0","6","0","0","1","1","0","34","0","0","0","0","0","0","0","0","0","71","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","0","0","0"
"L10407","CategoryNodeEditorRenderer","org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNodeEditorRenderer","L9960","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\categoryexplorer\CategoryNodeEditorRenderer.java","33","1","84","2","0","0","0","0","0","0","0","0","0","0","0","2","1","1","2","1","3","0.666667","0.578947","22","13","2","1","0.578947","22","1","1","0","0","1","16","52","6","4","1","2","2","0","2","0","6","3","1","5","0","16","52","6","4","1","2","2","0","2","0","6","3","1","5","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"L10238","CategoryNodeRenderer","org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNodeRenderer","L9960","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\categoryexplorer\CategoryNodeRenderer.java","33","1","145","2","0","0","0","0","0","0","0","0","1","1","1","8","1","3","3","5","9","0.75","0.344086","32","19","3","1","0.344086","32","0","0","1","1","0","61","113","5","2","5","2","4","1","3","0","4","34","1","3","0","61","113","5","2","5","2","4","1","3","0","4","34","1","3","0","0","1","10","2","8","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","5","0","4","0","0","0"
"L10079","CategoryPath","org.apache.log4j.lf5.viewer.categoryexplorer.CategoryPath","L9960","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\categoryexplorer\CategoryPath.java","32","1","157","2","0","0","0","0","0","0","0","0","1","2","2","13","1","5","9","1","9","0.777778","0.408163","40","31","7","2","0.408163","40","0","0","0","0","0","58","126","1","0","1","0","8","0","8","0","8","35","0","8","0","58","126","1","0","1","0","8","0","8","0","8","35","0","8","0","0","0","5","2","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","7","1","0","0"
"L10273","TreeModelAdapter","org.apache.log4j.lf5.viewer.categoryexplorer.TreeModelAdapter","L9960","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\categoryexplorer\TreeModelAdapter.java","31","1","74","2","0","0","0","0","0","0","0","0","4","0","0","4","0","2","0","0","4","0.4","0.677419","21","12","2","3","0.677419","21","0","0","1","1","0","10","44","0","0","0","0","4","0","4","0","4","0","0","4","0","10","44","0","0","0","0","4","0","4","0","4","0","0","4","0","0","0","6","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10662","ConfigurationManager","org.apache.log4j.lf5.viewer.configure.ConfigurationManager","L10658","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\configure\ConfigurationManager.java","60","1","460","2","0","0","0","0","0","0","0","0","1","3","3","59","10","1","3","23","51","0.6","0.146974","51","28","3","2","0.146974","51","0","0","0","0","0","296","401","16","2","16","2","28","0","4","0","28","195","0","4","0","296","401","16","2","16","2","28","0","4","0","28","195","0","4","0","0","6","56","11","10","0","1","6","1","0","0","0","0","0","0","0","0","1","0","3","51","1","5","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","2","3","0","4","1","5","0","0","0"
"L10851","MRUFileManager","org.apache.log4j.lf5.viewer.configure.MRUFileManager","L10658","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\configure\MRUFileManager.java","43","1","293","2","0","0","0","0","0","0","0","0","1","4","4","34","0","1","6","0","17","0.916667","0.375566","83","74","11","1","0.375566","83","0","0","0","0","0","138","251","4","6","4","6","17","0","11","2","17","73","0","11","2","138","251","4","6","4","6","17","0","11","2","17","73","0","11","2","0","2","14","6","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","11","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","1","0","1","2","0","1","0","0"
"L11114","LogBrokerMonitor$LogBrokerMonitorWindowAdaptor","org.apache.log4j.lf5.viewer.LogBrokerMonitor$LogBrokerMonitorWindowAdaptor","L9208","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","1599","3","1609","4","0","0","0","0","0","0","0","0","1","0","0","2","1","1","1","1","3","0.333333","0.25","3","3","1","2","0.25","3","0","0","0","0","0","9","11","1","0","1","0","2","0","2","0","2","2","0","2","0","9","11","1","0","1","0","2","0","2","0","2","2","0","2","0","0","0","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"L11931","LogTable$LogTableListSelectionListener","org.apache.log4j.lf5.viewer.LogTable$LogTableListSelectionListener","L10680","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogTable.java","215","3","270","4","0","0","0","0","0","0","0","0","1","3","3","12","1","1","1","0","2","0.333333","0.215686","11","3","1","2","0.215686","11","0","0","0","0","0","40","56","1","0","1","0","2","0","2","0","2","27","0","2","0","40","56","1","0","1","0","2","0","2","0","2","27","0","2","0","0","0","8","1","3","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0"
"L2538","TextPaneAppenderExample$1","org.apache.log4j.gui.examples.TextPaneAppenderExample$1","L2516","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\contribs\SvenReimers\gui\examples\TextPaneAppenderExample.java","58","46","62","7","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9713","LogFileParser$1","org.apache.log4j.lf5.util.LogFileParser$1","L9697","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\util\LogFileParser.java","140","49","144","8","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11065","LF5SwingUtils$1","org.apache.log4j.lf5.viewer.LF5SwingUtils$1","L11024","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LF5SwingUtils.java","139","47","143","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11126","LogBrokerMonitor$1","org.apache.log4j.lf5.viewer.LogBrokerMonitor$1","L11119","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","184","47","190","6","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","3","0","1","0","7","7","0","0","0","0","1","0","1","0","1","3","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11157","LogBrokerMonitor$2","org.apache.log4j.lf5.viewer.LogBrokerMonitor$2","L9289","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","258","47","264","6","0","0","0","0","0","0","0","0","1","0","0","1","5","0","0","5","6","0","0.222222","2","0","0","2","0.222222","2","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","3","0","1","0","7","7","0","0","0","0","1","0","1","0","1","3","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11321","LogBrokerMonitor$3","org.apache.log4j.lf5.viewer.LogBrokerMonitor$3","L11299","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","611","52","618","6","0","0","0","0","0","0","0","0","1","0","0","2","6","0","0","6","7","0","0","0","0","0","2","0","0","1","1","0","0","1","8","8","0","0","0","0","1","0","1","0","1","2","0","1","0","8","8","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11331","LogBrokerMonitor$4","org.apache.log4j.lf5.viewer.LogBrokerMonitor$4","L11196","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","626","52","639","6","0","0","0","0","0","0","0","0","1","2","1","5","6","0","0","7","8","0","0","0","0","0","2","0","0","1","1","0","0","1","14","14","0","0","0","0","1","0","1","0","1","7","0","1","0","14","14","0","0","0","0","1","0","1","0","1","7","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11347","LogBrokerMonitor$5","org.apache.log4j.lf5.viewer.LogBrokerMonitor$5","L11315","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","657","39","661","6","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11351","LogBrokerMonitor$6","org.apache.log4j.lf5.viewer.LogBrokerMonitor$6","L11315","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","662","39","667","6","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11357","LogBrokerMonitor$7","org.apache.log4j.lf5.viewer.LogBrokerMonitor$7","L11313","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","681","52","686","6","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","3","4","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","2","0","1","0","6","6","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11401","LogBrokerMonitor$8","org.apache.log4j.lf5.viewer.LogBrokerMonitor$8","L11391","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","746","51","752","6","1","1","1","1","1","1","7","7","1","0","0","1","3","0","0","4","5","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","3","0","1","0","7","7","0","0","0","0","1","0","1","0","1","3","0","1","0","0","0","15","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11408","LogBrokerMonitor$9","org.apache.log4j.lf5.viewer.LogBrokerMonitor$9","L11393","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","759","51","765","6","1","1","1","1","1","1","7","7","1","0","0","1","3","0","0","4","5","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","3","0","1","0","7","7","0","0","0","0","1","0","1","0","1","3","0","1","0","0","0","15","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11415","LogBrokerMonitor$10","org.apache.log4j.lf5.viewer.LogBrokerMonitor$10","L11397","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","783","51","791","6","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","3","4","0","0.25","2","0","0","2","0.25","2","0","0","0","0","0","6","9","0","0","0","0","1","0","1","0","1","2","0","1","0","6","9","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11427","LogBrokerMonitor$11","org.apache.log4j.lf5.viewer.LogBrokerMonitor$11","L11411","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","815","51","819","6","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11443","LogBrokerMonitor$12","org.apache.log4j.lf5.viewer.LogBrokerMonitor$12","L11421","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","844","51","849","6","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","3","4","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","2","0","1","0","6","6","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11461","LogBrokerMonitor$13","org.apache.log4j.lf5.viewer.LogBrokerMonitor$13","L11454","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","882","51","888","6","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","2","3","0","0.142857","1","0","0","2","0.142857","1","0","0","0","0","0","6","7","0","0","0","0","1","0","1","0","1","2","0","1","0","6","7","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11468","LogBrokerMonitor$14","org.apache.log4j.lf5.viewer.LogBrokerMonitor$14","L11449","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","910","51","917","6","1","1","1","1","1","1","8","7","1","0","0","1","2","0","0","3","4","0","0.125","1","0","0","2","0.125","1","0","0","0","0","0","7","8","0","0","0","0","1","0","1","0","1","3","0","1","0","7","8","0","0","0","0","1","0","1","0","1","3","0","1","0","0","0","15","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11475","LogBrokerMonitor$15","org.apache.log4j.lf5.viewer.LogBrokerMonitor$15","L11451","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","924","51","931","6","1","1","1","1","1","1","8","7","1","0","0","1","2","0","0","3","4","0","0.125","1","0","0","2","0.125","1","0","0","0","0","0","7","8","0","0","0","0","1","0","1","0","1","3","0","1","0","7","8","0","0","0","0","1","0","1","0","1","3","0","1","0","0","0","15","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11492","LogBrokerMonitor$16","org.apache.log4j.lf5.viewer.LogBrokerMonitor$16","L11479","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","963","51","967","6","1","1","1","1","1","1","5","5","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","15","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11500","LogBrokerMonitor$17","org.apache.log4j.lf5.viewer.LogBrokerMonitor$17","L11481","L103","D:\Development\SourceMeter-7.0.2-x64-windows\Java\Demo\apache-log4j-1.2.17\src\main\java\org\apache\log4j\lf5\viewer\LogBrokerMonitor.java","978","51","982","6","1","1","1","1","1","1","5","5","1","0","0","1","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","15","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
